,Latitude,Longitude,altitude
300,37.5677962,-122.3221083,7.23
301,37.5678,-122.3248059,8.84
302,37.5678083,-122.3276388,8.38
303,37.5678916,-122.3209017,6.44
304,37.5680068,-122.3285316,8.48
305,37.5680168,-122.3278622,8.34
306,37.5680697,-122.3279188,8.41
307,37.5681073,-122.3259789,7.85
308,37.5681128,-122.321143,6.48
309,37.5681166,-122.3318587,9.25
310,37.5681351,-122.3279888,8.49
311,37.5681488,-122.322502,7.58
312,37.568191,-122.3280487,8.36
313,37.5682762,-122.32814,8.44
314,37.568335,-122.3202586,5.92
315,37.5683487,-122.3315392,8.82
316,37.5683897,-122.3227612,7.5
317,37.5684313,-122.3201188,5.78
318,37.5684804,-122.3228589,7.48
319,37.5684911,-122.3553214,30.56
320,37.5684993,-122.3351022,11.98
321,37.5685258,-122.3312878,8.61
322,37.5685269,-122.3604818,36.44
323,37.568535,-122.3284317,8.45
324,37.5685908,-122.3229777,7.37
325,37.568619,-122.3326958,8.43
326,37.5686237,-122.3285316,8.4
327,37.5686453,-122.3327367,8.43
328,37.5686672,-122.3217481,6.77
329,37.5687246,-122.3231218,7.35
330,37.5687556,-122.3286802,8.38
331,37.5688121,-122.321907,6.85
332,37.5688201,-122.3267574,7.07
333,37.5688437,-122.3287796,8.38
334,37.5688982,-122.330746,8.15
335,37.5689375,-122.5148408,65.92
336,37.5689554,-122.3289054,8.3
337,37.5689634,-122.3233877,7.36
338,37.5690611,-122.3270206,7.11
339,37.5691469,-122.3336633,7.63
340,37.5691478,-122.3235945,7.36
341,37.5692517,-122.3267549,6.72
342,37.5693382,-122.3293171,7.89
343,37.5693961,-122.3342001,7.41
344,37.5694479,-122.329435,7.45
345,37.5694482,-122.3264811,6.71
346,37.5694652,-122.3530617,33.95
347,37.5695395,-122.5153612,68.98
348,37.5695517,-122.3930111,181.81
349,37.5695802,-122.3346199,7.46
350,37.5696499,-122.3296523,7.4
351,37.5696813,-122.5155078,69.59
352,37.5697116,-122.334917,7.45
353,37.5697333,-122.3277547,6.42
354,37.569748,-122.3242369,7
355,37.5697507,-122.3295057,7.06
356,37.5697803,-122.3523306,31.07
357,37.5698127,-122.3585334,30.54
358,37.5698162,-122.3298367,7.16
359,37.569818,-122.3230098,6.97
360,37.5698505,-122.3259064,5.47
361,37.5698983,-122.3299278,7.14
362,37.569934,-122.3354168,8.18
363,37.5699399,-122.3299739,7.06
364,37.5699741,-122.3518811,28.69
365,37.5699892,-122.3257059,5.4
366,37.5700066,-122.3300479,6.95
367,37.5700475,-122.3300933,7.02
368,37.5700756,-122.3301245,7.02
369,37.5701397,-122.3350401,6.66
370,37.5701517,-122.3358718,9.81
371,37.5701755,-122.3350079,6.66
372,37.5701827,-122.3302432,6.94
373,37.5703094,-122.3937399,177.61
374,37.5704308,-122.3285165,6.28
375,37.5704351,-122.3305231,6.67
376,37.5704614,-122.3250088,6.54
377,37.5704838,-122.5157826,75.01
378,37.5705288,-122.3366569,12.77
379,37.5705926,-122.515934,72.12
380,37.5705933,-122.3504447,21.59
381,37.5706006,-122.515797,75.22
382,37.5706136,-122.3940323,175.22
383,37.5706874,-122.330803,6.39
384,37.5707998,-122.33442,5.97
385,37.5708019,-122.3499725,21.27
386,37.5709174,-122.331058,6.28
387,37.5709332,-122.3277927,5.95
388,37.5709716,-122.324279,5.99
389,37.570973,-122.3495637,20.7
390,37.5710501,-122.3212609,5.88
391,37.5711525,-122.3313172,6.06
392,37.5711582,-122.3376122,14.01
393,37.5712139,-122.3273765,4.68
394,37.5712735,-122.331454,5.98
395,37.5713383,-122.3337458,5.65
396,37.5713465,-122.3271835,4.8
397,37.5713507,-122.3315413,5.9
398,37.5713669,-122.3379096,14.02
399,37.5714675,-122.3335655,5.59
400,37.5714863,-122.3565187,24.65
401,37.5714934,-122.3317027,5.74
402,37.5715172,-122.3235234,5.55
403,37.5715211,-122.3482922,19.73
404,37.5715542,-122.3317715,5.72
405,37.5716103,-122.3318349,5.61
406,37.57162,-122.3480627,19.57
407,37.5716365,-122.3318646,5.69
408,37.5716585,-122.3267295,5.37
409,37.5717104,-122.329914,5.5
410,37.5717641,-122.3384755,14.13
411,37.5717862,-122.3320339,5.43
412,37.5718008,-122.51547,74.57
413,37.571821,-122.3320732,5.53
414,37.5718259,-122.3264859,5.24
415,37.5718696,-122.3329233,5.36
416,37.5718704,-122.5157253,74.18
417,37.5718803,-122.3545828,20.16
418,37.5719106,-122.3321746,5.46
419,37.5720555,-122.3470524,18.84
420,37.572088,-122.3541325,19.37
421,37.5721416,-122.3324358,5.38
422,37.5721839,-122.3323466,5.26
423,37.572187,-122.3224826,4.61
424,37.5721928,-122.3943541,160.87
425,37.5722446,-122.3954913,169.42
426,37.5723124,-122.3320757,5.09
427,37.5723374,-122.3257417,5.01
428,37.5723469,-122.3320029,5.15
429,37.5723567,-122.3463534,15.54
430,37.5723656,-122.3955823,169.69
431,37.5724462,-122.3956429,169.92
432,37.5724893,-122.3395089,14.55
433,37.5725164,-122.3317522,5.08
434,37.5725449,-122.3565489,23.37
435,37.572616,-122.3957706,170.69
436,37.5728583,-122.3529097,17.83
437,37.5728734,-122.3214793,4.09
438,37.5728795,-122.3959985,171.61
439,37.5728964,-122.3333295,9.41
440,37.5729163,-122.3401173,14.65
441,37.5729419,-122.331259,5.04
442,37.5729818,-122.3502934,18.14
443,37.5732117,-122.3209928,3.65
444,37.5732586,-122.3942781,163.55
445,37.5732729,-122.3950048,167.48
446,37.5732853,-122.3406431,14.37
447,37.5733278,-122.3939427,163.43
448,37.5733409,-122.3516922,17.86
449,37.5733412,-122.3955656,170.26
450,37.5733504,-122.3964059,173.32
451,37.5734476,-122.3308647,4.74
452,37.5735287,-122.3205367,3.45
453,37.5735333,-122.3340752,12.26
454,37.573596,-122.3966167,173.37
455,37.5737853,-122.3505787,17.47
456,37.5738328,-122.3414232,14.05
457,37.5741182,-122.3932317,159.63
458,37.5741995,-122.3212717,3.23
459,37.5742251,-122.3420188,13.81
460,37.5743501,-122.3575557,20.71
461,37.5743916,-122.3350466,11.96
462,37.574508,-122.3429117,13.38
463,37.5746584,-122.3428648,13.21
464,37.5746976,-122.3585541,18.97
465,37.5747208,-122.3300927,4.2
466,37.5748307,-122.3512459,15.5
467,37.5748813,-122.3584426,18.67
468,37.5748924,-122.3220308,3.03
469,37.5749082,-122.3299395,3.92
470,37.5749755,-122.3431979,12.89
471,37.5750725,-122.3450141,13.03
472,37.5750863,-122.3250417,3
473,37.5751122,-122.343344,12.77
474,37.5751408,-122.3452788,13
475,37.5751415,-122.335819,11.76
476,37.575216,-122.343455,12.69
477,37.575301,-122.3360043,11.53
478,37.5753248,-122.3419133,13.14
479,37.5753325,-122.3295927,3.94
480,37.5754585,-122.3464818,13.07
481,37.5756183,-122.324274,2.66
482,37.5756244,-122.3293541,3.86
483,37.5756247,-122.3310802,8.81
484,37.5756282,-122.3981211,161.3
485,37.5756567,-122.3364175,11.56
486,37.5756943,-122.3364612,11.56
487,37.5757503,-122.3365262,11.51
488,37.5757828,-122.34771,13.31
489,37.5758058,-122.3291947,3.78
490,37.5758561,-122.3366492,11.37
491,37.575896,-122.3567303,15.44
492,37.5759425,-122.3297137,5.18
493,37.5759494,-122.3442391,12.15
494,37.5759548,-122.3367638,11.29
495,37.5759853,-122.3409631,11.77
496,37.5760688,-122.3488084,13.51
497,37.5761365,-122.3490619,13.35
498,37.576151,-122.3201923,1.96
499,37.5761786,-122.3372964,11.04
500,37.576195,-122.3234417,2.32
501,37.5762204,-122.3493762,13.34
502,37.5762632,-122.4009468,176.22
503,37.5762981,-122.3301158,7.37
504,37.5763211,-122.3287756,3.53
505,37.5763942,-122.3378095,10.7
506,37.5764025,-122.3500582,13.39
507,37.5764376,-122.3205028,1.88
508,37.57659,-122.3206679,1.85
509,37.5765993,-122.3382976,10.49
510,37.5765994,-122.3561611,14.11
511,37.5766371,-122.3400069,10.52
512,37.5766912,-122.3284546,2.94
513,37.5767411,-122.3513395,12.53
514,37.5767629,-122.3200183,2
515,37.5768079,-122.3387939,10.3
516,37.5768225,-122.3397335,10.27
517,37.5768514,-122.3224943,1.81
518,37.5768659,-122.3389314,10.14
519,37.5768674,-122.3560849,13.56
520,37.5768761,-122.3518506,12.37
521,37.5769127,-122.3201798,1.96
522,37.576976,-122.4020087,179.53
523,37.5770599,-122.3393916,10.06
524,37.5770628,-122.3990643,160.63
525,37.5770895,-122.3918281,143.9
526,37.5770936,-122.3526744,12.55
527,37.5771688,-122.391233,140.89
528,37.577245,-122.3559907,12.77
529,37.5772637,-122.3205216,1.76
530,37.5772906,-122.339936,9.98
531,37.5773252,-122.3390015,9.56
532,37.5773353,-122.3400414,10.05
533,37.5773653,-122.3389428,9.73
534,37.5774005,-122.3388398,9.61
535,37.577435,-122.3558887,12.38
536,37.5774622,-122.3216128,1.56
537,37.5775305,-122.3314395,8.49
538,37.5775448,-122.3249103,1.95
539,37.5775675,-122.3405893,9.98
540,37.5776133,-122.3557947,11.99
541,37.57763,-122.3544499,12.85
542,37.5776756,-122.3557524,11.99
543,37.5777008,-122.3384691,9.56
544,37.5777511,-122.355703,11.84
545,37.5777561,-122.3383903,9.66
546,37.5777739,-122.3274311,2.6
547,37.5778397,-122.3899698,132.49
548,37.577843,-122.3220194,1.61
549,37.5778706,-122.3413042,10.12
550,37.5778961,-122.3252929,2.11
551,37.5778984,-122.3212334,1.96
552,37.5779317,-122.3414461,10.19
553,37.5779328,-122.4026913,184.21
554,37.5779432,-122.3253442,2.11
555,37.577951,-122.3318911,8.23
556,37.5779922,-122.36406,24.71
557,37.578011,-122.3640955,24.76
558,37.5780136,-122.3641702,24.65
559,37.5780175,-122.3641323,24.76
560,37.5780493,-122.4014041,181.06
561,37.5780781,-122.320923,2
562,37.5781484,-122.3419498,10.26
563,37.5781569,-122.325577,2.13
564,37.5781713,-122.3554277,11.89
565,37.57818,-122.3377773,9.96
566,37.57821,-122.3420965,10.36
567,37.578227,-122.3224293,1.55
568,37.5782531,-122.3322156,8
569,37.5783038,-122.3211242,1.86
570,37.5783772,-122.3424947,10.38
571,37.578382,-122.3225948,1.61
572,37.5784028,-122.3374551,10.1
573,37.5784065,-122.321012,1.66
574,37.5784387,-122.3324149,8.19
575,37.5785198,-122.3208755,1.25
576,37.5785453,-122.342895,10.46
577,37.5785465,-122.3471009,10.9
578,37.5785642,-122.3217766,1.62
579,37.5785705,-122.3437914,10.7
580,37.5786042,-122.3260641,2.18
581,37.5786196,-122.3437201,10.54
582,37.578636,-122.3264918,2.15
583,37.5786489,-122.3562918,11.05
584,37.5786992,-122.3326948,8.15
585,37.5787467,-122.3221102,1.49
586,37.5787887,-122.3434745,10.54
587,37.5787919,-122.35609,10.45
588,37.5788164,-122.3262952,2.28
589,37.5788283,-122.3230713,1.65
590,37.5788968,-122.4016101,179.22
591,37.5789746,-122.3432197,10.19
592,37.5789978,-122.3229733,2.42
593,37.5790029,-122.3330241,7.87
594,37.579014,-122.3557786,10.11
595,37.5790175,-122.3201517,1.07
596,37.579052,-122.3365161,8.91
597,37.5790605,-122.3224813,1.64
598,37.5791149,-122.3571322,11.27
599,37.5791327,-122.3430029,10.05
600,37.5791471,-122.401124,177.6
601,37.5791774,-122.349658,9.39
602,37.5791918,-122.357261,11.32
603,37.5791997,-122.3226376,1.8
604,37.5792009,-122.3267134,2.39
605,37.5792158,-122.3461497,10.44
606,37.5792385,-122.3445247,10.51
607,37.5792536,-122.3634355,20.28
608,37.5793225,-122.3236401,1.67
609,37.5793844,-122.4013973,178.89
610,37.5793916,-122.3360252,8.4
611,37.579395,-122.3500264,9.24
612,37.5793969,-122.3426168,9.54
613,37.5794266,-122.3255832,2.06
614,37.5794699,-122.3496237,9.2
615,37.5794927,-122.3449145,10.47
616,37.5795293,-122.3239204,1.8
617,37.5795321,-122.3457004,10.36
618,37.579534,-122.3253982,2.07
619,37.5795734,-122.3254464,2.03
620,37.5795833,-122.3450535,10.5
621,37.579595,-122.3579996,11.55
622,37.5796005,-122.3549554,10.65
623,37.5796691,-122.3272227,2.98
624,37.579672,-122.3337494,7.88
625,37.5796772,-122.3491482,9.06
626,37.5796855,-122.3466458,9.95
627,37.5797073,-122.3499611,9.09
628,37.5797075,-122.3466711,9.72
629,37.5797171,-122.3388924,9.18
630,37.5797273,-122.3245709,1.75
631,37.5797355,-122.3355491,8.06
632,37.5797701,-122.3547143,10.79
633,37.5797777,-122.3453514,10.41
634,37.5797944,-122.3467676,9.58
635,37.5798412,-122.3353967,7.93
636,37.5798946,-122.3628898,17.26
637,37.579897,-122.3468824,9.59
638,37.5799221,-122.3248488,1.86
639,37.579938,-122.3249601,1.85
640,37.5799592,-122.3340718,7.94
641,37.5799727,-122.3785758,39.56
642,37.5800059,-122.3341224,7.93
643,37.5800248,-122.3458001,10.17
644,37.580044,-122.3248279,1.58
645,37.5800541,-122.3276416,3.57
646,37.5800645,-122.3235558,1.96
647,37.5800771,-122.404177,183.45
648,37.5801175,-122.3342478,7.96
649,37.5801217,-122.3250488,1.78
650,37.5801518,-122.3460947,9.98
651,37.5801898,-122.3250852,1.63
652,37.5801922,-122.3541143,8.85
653,37.5802177,-122.3348603,8.12
654,37.580221,-122.3591303,11.95
655,37.5802771,-122.3462721,9.8
656,37.5803301,-122.3593275,12.26
657,37.5803492,-122.3471677,9.61
658,37.5803619,-122.3412375,8.94
659,37.5803655,-122.347394,9.49
660,37.5803685,-122.3477898,9.23
661,37.5803969,-122.3239258,1.51
662,37.5804118,-122.3345778,8.27
663,37.5804263,-122.3466832,9.53
664,37.5804389,-122.3537533,8.09
665,37.5804615,-122.3248035,1.69
666,37.5804848,-122.4025689,180.05
667,37.5804877,-122.3469316,9.4
668,37.5804964,-122.3617354,13.41
669,37.5805246,-122.3240679,1.44
670,37.5805493,-122.3471412,9.21
671,37.5805507,-122.3475077,9.24
672,37.5805668,-122.3471536,9.28
673,37.5805831,-122.3471684,9.28
674,37.5806012,-122.3343067,7.89
675,37.5806275,-122.4041159,189.91
676,37.5806493,-122.3779787,33.43
677,37.580674,-122.4045824,182.08
678,37.5806861,-122.3341842,7.54
679,37.5807671,-122.347474,8.98
680,37.5807705,-122.3340626,7.19
681,37.5807845,-122.4034284,184.88
682,37.5808175,-122.3476839,9.1
683,37.5808454,-122.3477517,8.94
684,37.5808778,-122.3338755,6.78
685,37.580919,-122.333816,6.78
686,37.5809331,-122.4042933,190.91
687,37.580993,-122.3286657,3.1
688,37.5810005,-122.4030491,180.48
689,37.5810061,-122.3403093,8.81
690,37.5810273,-122.328703,2.9
691,37.5810511,-122.4036314,188.48
692,37.5810588,-122.3336158,6.38
693,37.5810876,-122.3606958,11.94
694,37.5811123,-122.352805,6.82
695,37.5811479,-122.4023742,176.83
696,37.5812118,-122.4020678,174.32
697,37.581212,-122.3490719,8.11
698,37.5812328,-122.3333664,6.08
699,37.5813198,-122.3332417,5.92
700,37.5813218,-122.3773852,30.69
701,37.5813414,-122.3611543,11.63
702,37.5813448,-122.3257908,1.71
703,37.581368,-122.3489762,8.18
704,37.5814248,-122.3330913,5.89
705,37.5814524,-122.405019,187.15
706,37.5814869,-122.3292036,3.03
707,37.5814953,-122.3492784,7.85
708,37.5815204,-122.3522385,6.75
709,37.5815257,-122.4035383,181.83
710,37.5815792,-122.4002901,155.41
711,37.5815973,-122.3293236,3.06
712,37.5816546,-122.3258596,2.3
713,37.5816607,-122.3617311,12.06
714,37.5816613,-122.3393732,8.43
715,37.581714,-122.3359889,6.66
716,37.5818398,-122.3500969,7.44
717,37.5819098,-122.3621811,12.28
718,37.5819336,-122.3323623,4.94
719,37.5819711,-122.3323082,4.87
720,37.5819944,-122.3767916,28.22
721,37.5820714,-122.3514059,6.63
722,37.5820883,-122.3513813,6.61
723,37.5821012,-122.3506974,6.98
724,37.5821771,-122.350863,6.84
725,37.5821972,-122.3299758,3.35
726,37.5822816,-122.3510997,6.93
727,37.5822849,-122.3960268,118.06
728,37.5824139,-122.3514193,6.51
729,37.582423,-122.509971,101.31
730,37.5824565,-122.331613,3.86
731,37.5824761,-122.3508449,7.13
732,37.582483,-122.3618015,10.45
733,37.5824833,-122.351587,6.39
734,37.5824834,-122.3302887,3.45
735,37.5825362,-122.5095885,101.89
736,37.5825533,-122.3271217,2.19
737,37.5825768,-122.5095663,101.89
738,37.5826503,-122.3505959,6.86
739,37.5826699,-122.5098368,96.45
740,37.5826702,-122.3761951,27.7
741,37.5827548,-122.3504521,6.55
742,37.5827569,-122.3305842,3.6
743,37.5827646,-122.352267,5.9
744,37.5828186,-122.3310626,3.68
